start_timestamp,end_timestamp,start_time_readable,end_time_readable,x,y
1744814285.0954204,1744814285.0954204,2025-04-16 10:38:05.095420,2025-04-16 10:38:05.095420,0.7571318447589874,0.4255710393190384
1744814285.1970763,1744814285.1970763,2025-04-16 10:38:05.197076,2025-04-16 10:38:05.197076,0.7608451247215271,0.431858941912651
1744814285.3781617,1744814285.4966009,2025-04-16 10:38:05.378162,2025-04-16 10:38:05.496601,,
1744814285.6957035,1744814285.7133863,2025-04-16 10:38:05.695704,2025-04-16 10:38:05.713386,,
1744814285.7794125,1744814285.7971845,2025-04-16 10:38:05.779413,2025-04-16 10:38:05.797184,,
1744814285.9808996,1744814285.9808996,2025-04-16 10:38:05.980900,2025-04-16 10:38:05.980900,0.5888476371765137,0.9746523797512054
1744814286.2460868,1744814286.264055,2025-04-16 10:38:06.246087,2025-04-16 10:38:06.264055,,
1744814286.313437,1744814286.313437,2025-04-16 10:38:06.313437,2025-04-16 10:38:06.313437,0.5730894505977631,0.9689819514751434
1744814286.5126984,1744814286.5307186,2025-04-16 10:38:06.512698,2025-04-16 10:38:06.530719,,
1744814286.5628335,1744814286.5813668,2025-04-16 10:38:06.562834,2025-04-16 10:38:06.581367,,
1744814286.613032,1744814286.6305816,2025-04-16 10:38:06.613032,2025-04-16 10:38:06.630582,,
1744814286.7634149,1744814286.796939,2025-04-16 10:38:06.763415,2025-04-16 10:38:06.796939,,
1744814286.9972606,1744814286.9972606,2025-04-16 10:38:06.997261,2025-04-16 10:38:06.997261,0.3829098641872406,0.8432563245296478
1744814287.0465028,1744814288.164314,2025-04-16 10:38:07.046503,2025-04-16 10:38:08.164314,,
1744814288.3302743,1744814288.3302743,2025-04-16 10:38:08.330274,2025-04-16 10:38:08.330274,0.2355574890971183,0.9363928735256196
1744814288.3809574,1744814288.3809574,2025-04-16 10:38:08.380957,2025-04-16 10:38:08.380957,0.2340931147336959,0.937797635793686
1744814288.448064,1744814288.448064,2025-04-16 10:38:08.448064,2025-04-16 10:38:08.448064,0.2337649911642074,0.9397653043270112
1744814288.6139617,1744814288.6139617,2025-04-16 10:38:08.613962,2025-04-16 10:38:08.613962,0.1553042456507682,0.9469837546348572
1744814288.763899,1744814288.763899,2025-04-16 10:38:08.763899,2025-04-16 10:38:08.763899,0.1568819358944893,0.9614246487617492
1744814289.0631611,1744814289.080438,2025-04-16 10:38:09.063161,2025-04-16 10:38:09.080438,,
1744814289.3472748,1744814289.3472748,2025-04-16 10:38:09.347275,2025-04-16 10:38:09.347275,0.1702655255794525,0.9529432952404022
